id,lng,lat,name,cityname,province,count
310,113.464902,29.814826,洪湖图书馆,荆州市,湖北省,1
311,112.76422,32.112296,枣阳市图书馆(光武路),襄阳市,湖北省,1
312,112.89906,30.420289,潜江图书馆,潜江市,湖北省,1
313,112.232463,30.058368,公安县图书馆,荆州市,湖北省,1
314,114.899241,30.201642,铁山图书馆,黄石市,湖北省,1
315,112.179057,32.108556,城市书房(车城书房),襄阳市,湖北省,1
316,112.199596,32.084622,城市书房(浩然书房),襄阳市,湖北省,1
317,113.141538,30.649839,天门市万林图书馆,天门市,湖北省,1
318,113.81682,29.241733,通城县图书馆,咸宁市,湖北省,1
319,114.763078,30.070182,大冶市图书馆茗山分馆,黄石市,湖北省,1
320,113.694026,30.774041,汉川市图书馆麻河镇分馆,孝感市,湖北省,1
321,110.334931,31.039651,巴东县图书馆,恩施土家族苗族自治州,湖北省,1
322,111.725064,30.413271,枝江市图书馆,宜昌市,湖北省,1
323,113.416545,31.687949,随州市图书馆(书寓分馆),随州市,湖北省,1
324,112.114653,32.041721,樊城区图书馆,襄阳市,湖北省,1
325,111.768576,30.173593,神奇世界,荆州市,湖北省,1
326,110.736842,32.6517,逸夫图书馆(湖北汽车工业学院),十堰市,湖北省,1
327,109.469097,30.266019,恩施州图书馆(书院分馆),恩施土家族苗族自治州,湖北省,1
328,115.211994,29.840122,绘本taxi儿童连锁图书馆,黄石市,湖北省,1
329,113.950078,31.07434,孝感市孝南区图书馆肖港分馆,孝感市,湖北省,1
330,112.857092,30.191033,潜江市图书馆老新分馆,潜江市,湖北省,1
331,115.936016,30.072915,黄梅县图书馆嘉隆图书室,黄冈市,湖北省,1
332,112.201294,30.9761,文昌阁藏书楼,荆门市,湖北省,1
333,113.603958,30.494781,汉川市图书馆脉旺镇分馆,孝感市,湖北省,1
334,110.781186,32.655563,十堰市六堰图书馆,十堰市,湖北省,1
335,114.972192,30.196024,湖北省图书馆(东方山分馆),黄石市,湖北省,1
336,111.86077,31.785634,南漳县图书馆,襄阳市,湖北省,1
337,114.276665,29.875733,快读图书馆,咸宁市,湖北省,1
338,108.948777,30.284484,利川市图书馆,恩施土家族苗族自治州,湖北省,1
339,115.02454,30.210486,湖北理工学院图书馆,黄石市,湖北省,1
340,111.207171,30.472035,长阳图书馆,宜昌市,湖北省,1
341,112.184173,30.354511,荆州市荆州区图书馆,荆州市,湖北省,1
342,114.487919,29.873073,高桥镇澄水洞村图书室,咸宁市,湖北省,1
343,110.79031,32.615312,汉江师范学院图书馆,十堰市,湖北省,1
344,115.087582,30.79454,贾庙综合文化站图书电子阅览室,黄冈市,湖北省,1
345,110.974613,30.820591,秭归县图书馆,宜昌市,湖北省,1
346,113.832525,31.617339,广水市图书馆,随州市,湖北省,1
347,111.075254,30.156355,五峰县新图书馆,宜昌市,湖北省,1
348,113.898422,29.96973,嘉鱼县图书馆鱼岳镇分馆,咸宁市,湖北省,1
349,111.641091,31.060563,远安县图书馆,宜昌市,湖北省,1
350,113.742659,31.02075,兆椿书房实验小学分馆,孝感市,湖北省,1
351,113.747841,31.026949,云梦县图书馆城关镇分馆,孝感市,湖北省,1
352,111.50014,32.550643,丹江口市图书馆均州书房,十堰市,湖北省,1
353,110.428051,32.98862,郧西县图书馆,十堰市,湖北省,1
354,114.973033,30.101606,矿尾图书馆,黄石市,湖北省,1
355,111.674106,32.385119,图书馆(市府路),襄阳市,湖北省,1
356,110.80966,32.836834,郧阳区图书馆,十堰市,湖北省,1
357,112.193636,31.044118,荆楚理工学院-图书馆(荆门市安全生产委员会西),荆门市,湖北省,1
358,110.736691,32.651703,湖北汽车工业学院-逸夫图书馆,十堰市,湖北省,1
359,113.164608,30.661469,体育中心24小时免费悦读驿站,天门市,湖北省,1
360,114.315883,29.826203,咸宁职业技术学院-教院图书馆,咸宁市,湖北省,1
361,113.823869,29.263641,玉立图书馆,咸宁市,湖北省,1
362,110.674032,31.746112,神农架林区图书馆,神农架林区,湖北省,1
363,112.201494,30.333204,荆州职业技术学院图书馆,荆州市,湖北省,1
364,114.589739,31.258282,红安县图书馆,黄冈市,湖北省,1
365,111.30763,30.706716,三峡电力职业学院图书馆,宜昌市,湖北省,1
366,111.808582,30.821788,当阳图书馆,宜昌市,湖北省,1
